respondent_id,xyz_vaccine,seasonal_vaccine
27120,0.37021067092721927,0.9727415052774449
27121,,
27122,,
27123,,
27124,0.04842512543082657,0.07948041367857174
27125,0.02525279171133379,0.08797934993135151
27126,0.28326192517313414,0.10052156947856149
27127,0.07659246968145589,0.1444498933670968
27128,0.1717235054202976,0.5608450852766039
27129,,
27130,,
27131,0.06955645670486778,0.0584719475205616
27132,0.5489909527237642,0.9276650336685958
27133,,
27134,0.575796279793728,0.8934338243441554
27135,,
27136,0.07074220253195054,0.552042340644943
27137,0.07290765493272637,0.15495672936616284
27138,0.1772416508875455,0.571951316781368
27139,0.20354158736533526,0.08995187444202699
27140,0.8990170501547246,0.9494244309887174
27141,0.6089754713496517,0.8169801648489748
27142,0.07372682917507473,0.2913203197587781
27143,,
27144,0.06670301404902453,0.04022912714398971
27145,0.5433800474000333,0.6620594974900248
27146,,
27147,,0.2744300448159912
27148,0.19972368493347153,0.22069816757792826
27149,0.2213841626004048,0.2452305849977101
27150,0.6219876311311358,0.9810760896145336
27151,,
27152,0.03344185615106006,0.26344235214421835
27153,,
27154,,
27155,0.1518626342531383,0.681513233531689
27156,0.0124622990784997,0.3395829104315197
27157,0.02415408008574853,0.3834993386536759
27158,0.06951174737801996,0.4500309822963068
27159,0.06721636062840067,0.18364524828130924
27160,0.25047108733976386,0.1787425986663196
27161,0.21147824755922606,0.5494572607868199
27162,0.24084489727659955,0.9349594515366997
27163,0.6959018024363713,0.5305115278113858
27164,0.25670600005913363,0.08958881742003294
27165,,
27166,0.08574922651197875,0.11689911850442085
27167,,
27168,0.2749556761794068,0.783853160475697
27169,,
27170,0.27722525891688293,0.859544478386403
27171,0.044582431062466246,0.2834609936481089
27172,,0.7954084009582892
27173,0.22641560084714057,0.624507596487353
27174,,
27175,0.07987739790181057,0.15642652325923964
27176,0.4561973316907205,0.9620525647894367
27177,0.7428683381083665,0.9575116689401191
27178,0.13088999989083272,0.42414478304809006
27179,0.09705104300935281,0.25577262384873894
27180,0.3025922104337533,0.3687183226343488
27181,,
27182,0.5901058172249332,0.9320224141037317
27183,,
27184,0.029431973697475487,0.5024563588293328
27185,0.5240072459131299,0.8295168744193983
27186,0.10733631473780042,0.6398908904789614
27187,0.13990933462210622,0.14967438206263375
27188,0.04538351438329516,0.48467746991044364
27189,0.07940302487578688,0.5771973591934404
27190,0.44236957180887354,0.8353734777140976
27191,0.1739400458958299,0.9609931889850604
27192,0.5811237804469045,0.8235594444142457
27193,0.018880196239450586,0.18689931056394518
27194,0.14062282448353572,0.37206131596130915
27195,0.03737487035970816,0.17471410642487195
27196,0.3683520278467186,0.2804055332224983
27197,0.1071072485008047,0.7995860729741673
27198,,
27199,,
27200,,
27201,0.745962316553817,0.9200745457445569
27202,0.08947337782735547,0.025663577542306956
27203,0.06410812491573463,0.13868632287559246
27204,0.040324708478613705,0.10587917441788386
27205,,
27206,0.19941345760890344,0.22352801655034799
27207,,
27208,0.7131391736390003,0.8041028431032776
27209,,
27210,0.3164714679758695,0.38716407564474103
27211,0.1126674059525201,0.3379219694077598
27212,,
27213,0.5139219313391497,0.6370189943765863
27214,0.021841213974595382,0.07756229026468645
27215,,
27216,0.07324712193269887,0.9156943666581576
27217,0.056851722253908644,0.1888450855445659
27218,0.724496074108465,0.966170752361682
27219,0.4456300169933622,0.633783840176454
27220,0.11360082813965976,0.3636003222962342
27221,0.16521687927047826,0.6441434271166072
27222,0.17229098821160801,0.6092742731172832
27223,0.09727314430736014,0.6855999519167335
27224,0.20350727127955473,0.7636642758789599
27225,0.17656125764844083,0.20716543714820423
27226,0.01701346361222641,0.2306456372072468
27227,0.1511300028003247,0.33693473340978514
27228,,
27229,0.7836299396178794,0.9458821713661192
27230,0.21707750310406165,0.9679010931565258
27231,0.45133545609100456,0.839101938945723
27232,0.07464890556925902,0.5551270077859264
27233,0.43563497020269276,0.14256875591806145
27234,0.06576413286873185,0.02307284037966142
27235,0.8962396681643165,0.9592296627281758
27236,0.11248585647121132,0.9142616058125828
27237,0.31337282726343346,0.4758745358986302
27238,,0.7335105832839912
27239,0.40983249340677325,0.1641639148948736
27240,,
27241,0.08624018985294912,0.2186679140280589
27242,0.12880806323697347,0.6400230692362022
27243,0.05465882701874116,0.08963349541730711
27244,0.06032377751419296,0.11278149919952626
27245,,
27246,,
27247,0.18514910430574918,0.9266232455834997
27248,0.11315565402603192,0.7335873789889376
27249,,
27250,0.11117760457303587,0.3492840207231393
27251,,
27252,0.4153916502542956,0.8098798559934824
27253,0.0731190714510491,0.9058211833330909
27254,0.8912803242901313,0.9689490506780036
27255,,
27256,0.4956151742012621,0.9703772351136153
27257,0.38562574904878266,0.6219714205545078
27258,0.44374425578878013,0.7610507316904196
27259,0.6062955859494943,0.9173782675934047
27260,0.1633313353817267,0.6867662245451371
27261,,
27262,,
27263,0.08256212060913846,0.11602276821585708
27264,0.08979122927269852,0.0726681442676887
27265,0.0921187670034124,0.2264545260494785
27266,0.16178350565737754,0.44616252081850255
27267,,
27268,0.0163679893753657,0.17271769078154628
27269,0.6833783104161246,0.47848845157950615
27270,0.03938390330538546,0.08321161151040497
27271,,
27272,0.018361782106756878,0.34512531228477955
27273,0.04487379785881043,0.1487797230945526
27274,0.11532772234069902,0.359950787763256
27275,0.17008743086362013,0.3288382839971837
27276,,
27277,0.07433897431389581,0.8482610404368875
27278,0.18290930907377592,0.42917062340773343
27279,,
27280,,
27281,,
27282,0.10300747573382857,0.8787480449624304
27283,,
27284,0.19872163856041627,0.3673258811479374
27285,,
27286,,
27287,0.17361779881930267,0.47649034401957135
27288,0.6425148398236458,0.8406799567314958
27289,0.26900806528272,0.4179345476356467
27290,,
27291,0.750792629813759,0.8931235095171843
27292,,
27293,0.12390539096129716,0.9576303876755609
27294,0.015564369475350726,0.03908766475950728
27295,0.23583435671814462,0.9028040541810615
27296,0.12261808271544314,0.7063124696307392
27297,0.05960859218887261,0.6377336294849932
27298,0.08171277552815916,0.3195532073158342
27299,0.24248424773500377,0.7688842014351961
27300,0.19822206777676166,0.9605305148200863
27301,0.010123601936596054,0.04528307754417884
27302,0.10635242126207894,0.6858139177847044
27303,0.014259369665114425,0.11971201241276638
27304,0.05471000001618635,0.7810250027305197
27305,0.058475498379861414,0.039725080175909096
27306,,
27307,0.7591714316882092,0.8321469039342498
27308,0.16928188143607173,0.30324501250191244
27309,,
27310,,
27311,0.1249449001465845,0.1186728876144327
27312,,
27313,0.09375272777679099,0.16515714037485554
27314,0.03967545205324193,0.0707618682107845
27315,,
27316,,
27317,,
27318,,
27319,0.3906726866197346,0.9105654334712635
27320,,
27321,0.03614286703234052,0.5977523833491506
27322,0.34177973787033994,0.06362553900352703
27323,0.14205108248771353,0.46570284384482175
27324,0.3313605104592335,0.5558751247179673
27325,,
27326,0.11512563364558044,0.6730470768906714
27327,,
27328,0.199338758188374,0.636132575376435
27329,0.1010194120157793,0.27197962041634227
27330,,
27331,0.09474601776720554,0.2227843086774074
27332,,
27333,0.5799676745301391,0.7697404004332744
27334,0.053198889709221035,0.03779800209900361
27335,0.20035869938381187,0.0797157915257857
27336,0.0680890656137826,0.10559919961383302
27337,0.16533906661427353,0.8314421112571669
27338,0.2291415264935805,0.4464522848581502
27339,0.26486236244314865,0.2739310632471194
27340,0.02191498353258121,0.1624583911647248
27341,,
27342,0.03157332485457705,0.4479086205933479
27343,0.05140444328094319,0.1416644607548738
27344,0.3251663580229031,0.565623670662225
27345,0.06780099514139493,0.3113137782521937
27346,0.767164820805146,0.9710899637454908
27347,0.7552347415105808,0.9339249900520415
27348,,
27349,,
27350,0.19735957984673122,0.9370456562954264
27351,,
27352,0.10431530287879656,0.3303815881479586
27353,0.006476303574303022,0.1006112886877336
27354,0.1640539812719851,0.5886677493966029
27355,0.3555607717475071,0.47692729550243146
27356,,0.6895626423540081
27357,0.1414694118017915,0.3814484932953974
27358,,
27359,,
27360,0.09535440106196408,0.5912177963840213
27361,0.040596537931310565,0.9184549618852836
27362,0.20241372913140884,0.5295370742646976
27363,,
27364,,
27365,0.24026678031529425,0.6236756070370477
27366,0.5444537457900002,0.5334520773093769
27367,,
27368,0.1007072197691665,0.5894114952030334
27369,0.07342502932210565,0.07328022520815446
27370,0.03032079138102182,0.8626525391136751
27371,,
27372,0.07995529508524911,0.21493456107253447
27373,0.8218031147996635,0.8032826281748072
27374,0.027201306742320068,0.3253454773814476
27375,0.20224351659501344,0.9394111692363627
27376,0.6848912874659984,0.47622301556315333
27377,0.08956903507292588,0.4965412579650599
27378,0.05958711266417254,0.14039734850178798
27379,0.14083490273249252,0.2045572491452033
27380,0.1617033500068702,0.9287899113436802
27381,0.1641191097965885,0.6275703213881383
27382,0.2871367431258771,0.17768894160687237
27383,0.2028685383545053,0.6110358439388185
27384,0.03918355537923439,0.36322567283057045
27385,0.09385484393871546,0.9235054420978177
27386,,
27387,,
27388,0.11909441597660245,0.23597396461780693
27389,0.18838167402245928,0.3293417224743233
27390,0.017455980572639397,0.03666994213171527
27391,0.16449368135860898,0.7375127492217343
27392,0.6061197917984226,0.8104564950729877
27393,0.018689759810731277,0.09358205457298865
27394,,
27395,0.6872743466200941,0.7011720681282493
27396,0.08531485084622516,0.09530091953764244
27397,0.8974592840126472,0.9598546568202878
27398,,
27399,0.11185995123775225,0.5412548507154715
27400,,
27401,0.31374514366543504,0.3212469728200191
27402,,
27403,0.06038938492576154,0.28832462219194477
27404,0.37233895418095125,0.24681753416556437
27405,0.8813073140916786,0.8735977706494632
27406,,
27407,0.10877479905875918,0.07692899311125788
27408,0.09122657995390104,0.6840617065434933
27409,0.8387893139253396,0.9694241783214206
27410,0.10550562732795603,0.28089150982970057
27411,,
27412,,
27413,0.00725602518931814,0.20123082678847923
27414,0.7769199536718805,0.7308339487107294
27415,0.07596957700618479,0.24762351932962565
27416,,
27417,,0.4214750281328632
27418,0.3732906416416598,0.21651863460005896
27419,0.4334345720478756,0.9595524399998218
27420,0.12596108079628168,0.17819004183188406
27421,,
27422,0.32770375655996814,0.7332533248713664
27423,,
27424,,
27425,,
27426,0.09205626471373096,0.2517656924581621
27427,0.11754748266775389,0.3150749734708591
27428,0.056551412006346835,0.15773574893970765
27429,0.439095894405249,0.35864514094721645
27430,0.12614451075692046,0.7155613062195293
27431,0.276378425934005,0.5594414901180772
27432,0.2677236842708578,0.6669302257425898
27433,0.13258386501848873,0.8958983232767386
27434,,
27435,0.2535343600326931,0.6362189819647633
27436,,
27437,0.13594723906669962,0.13025312966269056
27438,,
27439,,
27440,,
27441,0.8167485216913315,0.919190142277747
27442,0.08831814971503692,0.9672683434341334
27443,0.03457440224385501,0.15932721131286567
27444,0.14585459497026412,0.041028098789656624
27445,0.03586628574808124,0.0456890882089395
27446,,
27447,0.024403904903059395,0.21171959097758491
27448,,
27449,0.17874609405643502,0.9436921660870929
27450,0.04137077977204959,0.887243233005995
27451,0.01980166195306961,0.16577625987448683
27452,0.013638987008694028,0.18501732371956717
27453,,
27454,0.08685044963119543,0.34962023729392755
27455,0.2000157418644291,0.14549237179229665
27456,,
27457,0.058095693935457694,0.24146313229067976
27458,0.07568052675491001,0.2915789840255098
27459,,
27460,0.6528314661842549,0.8877539871157025
27461,0.13114911451081623,0.1354096284873252
27462,,
27463,0.1271389024400352,0.44205554533945524
27464,0.49704371354170707,0.8313448254845135
27465,0.5810431864562515,0.9400857766593497
27466,,
27467,,
27468,0.043717812241931324,0.41342491399920006
27469,0.029906988904660283,0.6354732036867848
27470,0.9180187683056216,0.9294071045144858
27471,0.06414467163801606,0.6739625677299459
27472,0.19008858271859685,0.5904264697577035
27473,,0.2249875950513924
27474,0.21461113704260065,0.5224919238982938
27475,0.04181627632180257,0.040612636217277544
27476,0.24320233691720516,0.45512745155078915
27477,0.13075973295899962,0.3670857832030585
27478,0.01266354873527501,0.6310603826890662
27479,,
27480,0.329852032873311,0.618796144821914
27481,0.6374699026216655,0.8198518075654289
27482,0.3069690487145857,0.31052829356523515
27483,0.44359716023847784,0.6591424824586788
27484,,
27485,0.017717775983329367,0.8278742712533373
27486,,
27487,0.17056990177151435,0.8590801792478605
27488,0.8683152535869644,0.9390287807187975
27489,0.8315535515974005,0.7725942749422932
27490,,
27491,0.21201511603256165,0.6544603257536993
27492,0.05131688751668859,0.5652076634623172
27493,0.14787673432548804,0.8854219703782683
27494,0.3734290212360165,0.7527323152258927
27495,0.14886075953353395,0.2756937900132615
27496,,
27497,0.0785405939194912,0.034549646667249634
27498,0.03561266276893214,0.5853311454763378
27499,0.2916488221499943,0.8727487439933787
27500,0.12058832394446847,0.9310695529424489
27501,0.035852720526128194,0.3398648098767997
27502,0.1122677615054197,0.6815231461752853
27503,0.10561522342833189,0.4607395697227138
27504,0.027735182685112526,0.04500653874482018
27505,0.03724947627381995,0.1773320730475142
27506,0.4512651969516337,0.8471141286696756
27507,,
27508,,
27509,0.15725589233650406,0.5397014164792772
27510,0.5302812346935242,0.3892477210764445
27511,0.25090483696168986,0.6648978594912668
27512,,
27513,,
27514,0.3904486820293485,0.5941443627658387
27515,0.5259444567675443,0.3866249940992705
27516,0.3628759074702534,0.7961632569910517
27517,0.0209793008041655,0.036199525496087986
27518,0.7103309740138858,0.9497277895324315
27519,0.01779654207531267,0.08223498516810339
27520,0.0727312931866689,0.20254883276602156
27521,0.10279596986130506,0.3243699280591226
27522,0.13155847301961066,0.1180678938633325
27523,,
27524,0.036642265168313745,0.3742136286955023
27525,0.1330423301689828,0.3890168113220561
27526,0.5989189597755815,0.6855498944010627
27527,0.07042788087255075,0.9399931069702758
27528,0.21695909320133303,0.8250182100280261
27529,,
27530,0.07811034512557367,0.09124939892260281
27531,0.11264295218224586,0.04927718931747319
27532,0.2220328155879969,0.9422541883727876
27533,0.2960477171317273,0.5080544243865619
27534,0.11109067552637168,0.06551565591853062
27535,0.10398582377090634,0.8276448378817732
27536,0.12673874765400586,0.5199902175793875
27537,,
27538,0.3850956358303359,0.34263292226479
27539,0.358589521246472,0.6927179347679117
27540,,
27541,,
27542,0.05174101743423418,0.19512807618316638
27543,0.36224043422930063,0.6044389597657135
27544,0.11848500111102812,0.16949832770994736
27545,0.18776201496312797,0.12074698338073299
27546,,
27547,,
27548,,
27549,0.13062434436673404,0.7759026128113383
27550,0.22045882972032632,0.10606039791604698
